1	Q0	1542	1	43,10837	G14R4
41	Q0	1846	24	11,05744	G14R4
41	Q0	2266	25	11,05744	G14R4
41	Q0	2685	26	11,05744	G14R4
41	Q0	2865	27	11,05744	G14R4
41	Q0	2896	28	11,05744	G14R4
41	Q0	3059	29	11,05744	G14R4
41	Q0	3075	30	11,05744	G14R4
41	Q0	3156	31	11,05744	G14R4
41	Q0	1158	32	11,05523	G14R4
41	Q0	2570	33	11,05523	G14R4
41	Q0	1811	34	11,05128	G14R4
41	Q0	2342	35	11,04682	G14R4
41	Q0	950	36	11,04487	G14R4
41	Q0	1262	37	11,04487	G14R4
41	Q0	1828	38	11,04487	G14R4
41	Q0	2664	39	11,04487	G14R4
41	Q0	2700	40	11,04487	G14R4
41	Q0	2973	41	11,04487	G14R4
41	Q0	1910	42	11,04064	G14R4
41	Q0	95	43	11,03913	G14R4
41	Q0	658	44	11,03913	G14R4
41	Q0	1995	45	11,03913	G14R4
41	Q0	2332	46	11,03913	G14R4
41	Q0	3029	47	11,03913	G14R4
41	Q0	2323	48	11,0317	G14R4
41	Q0	1728	49	10,388889	G14R4
41	Q0	2868	50	10,388889	G14R4
41	Q0	1924	51	10,28	G14R4
41	Q0	2914	52	10,269231	G14R4
41	Q0	3006	53	10,269231	G14R4
41	Q0	1908	54	10,183007	G14R4
41	Q0	2568	55	10,183007	G14R4
41	Q0	2595	56	10,183007	G14R4
41	Q0	2697	57	10,183007	G14R4
41	Q0	2784	58	10,183007	G14R4
41	Q0	2878	59	10,183007	G14R4
41	Q0	2891	60	10,183007	G14R4
41	Q0	2927	61	10,183007	G14R4
41	Q0	3118	62	10,183007	G14R4
41	Q0	3132	63	10,183007	G14R4
41	Q0	3153	64	10,183007	G14R4
41	Q0	2424	65	10,152174	G14R4
41	Q0	2862	66	10,145833	G14R4
41	Q0	1528	67	10,126697	G14R4
41	Q0	1906	68	10,126697	G14R4
41	Q0	3086	69	10,126697	G14R4
41	Q0	3196	70	10,126697	G14R4
41	Q0	254	71	10,0680024	G14R4
41	Q0	322	72	10,0680024	G14R4
41	Q0	397	73	10,0680024	G14R4
41	Q0	435	74	10,0680024	G14R4
41	Q0	462	75	10,0680024	G14R4
41	Q0	492	76	10,0680024	G14R4
41	Q0	531	77	10,0680024	G14R4
41	Q0	724	78	10,0680024	G14R4
41	Q0	944	79	10,0680024	G14R4
41	Q0	964	80	10,0680024	G14R4
41	Q0	971	81	10,0680024	G14R4
41	Q0	1014	82	10,0680024	G14R4
41	Q0	1026	83	10,0680024	G14R4
41	Q0	1046	84	10,0680024	G14R4
41	Q0	1099	85	10,0680024	G14R4
41	Q0	1145	86	10,0680024	G14R4
41	Q0	1345	87	10,0680024	G14R4
41	Q0	1364	88	10,0680024	G14R4
41	Q0	1381	89	10,0680024	G14R4
41	Q0	1383	90	10,0680024	G14R4
41	Q0	1440	91	10,0680024	G14R4
41	Q0	1472	92	10,0680024	G14R4
41	Q0	1595	93	10,0680024	G14R4
41	Q0	1604	94	10,0680024	G14R4
41	Q0	1616	95	10,0680024	G14R4
41	Q0	1637	96	10,0680024	G14R4
41	Q0	1664	97	10,0680024	G14R4
41	Q0	1743	98	10,0680024	G14R4
41	Q0	1768	99	10,0680024	G14R4
41	Q0	1770	100	10,0680024	G14R4
41	Q0	1867	101	10,0680024	G14R4
41	Q0	1939	102	10,0680024	G14R4
41	Q0	1951	103	10,0680024	G14R4
41	Q0	2106	104	10,0680024	G14R4
41	Q0	2145	105	10,0680024	G14R4
41	Q0	2254	106	10,0680024	G14R4
41	Q0	2305	107	10,0680024	G14R4
41	Q0	2306	108	10,0680024	G14R4
41	Q0	2400	109	10,0680024	G14R4
41	Q0	2402	110	10,0680024	G14R4
41	Q0	2665	111	10,0680024	G14R4
41	Q0	2684	112	10,0680024	G14R4
41	Q0	2699	113	10,0680024	G14R4
41	Q0	2737	114	10,0680024	G14R4
41	Q0	2804	115	10,0680024	G14R4
41	Q0	2808	116	10,0680024	G14R4
41	Q0	2850	117	10,0680024	G14R4
41	Q0	2866	118	10,0680024	G14R4
41	Q0	3080	119	10,0680024	G14R4
41	Q0	3148	120	10,0680024	G14R4
41	Q0	320	121	10,0664767	G14R4
41	Q0	1008	122	10,0664767	G14R4
41	Q0	1200	123	10,0664767	G14R4
41	Q0	1325	124	10,0664767	G14R4
41	Q0	1341	125	10,0664767	G14R4
41	Q0	1380	126	10,0664767	G14R4
41	Q0	1471	127	10,0664767	G14R4
41	Q0	1536	128	10,0664767	G14R4
41	Q0	1554	129	10,0664767	G14R4
41	Q0	1569	130	10,0664767	G14R4
41	Q0	1603	131	10,0664767	G14R4
41	Q0	1928	132	10,0664767	G14R4
41	Q0	1957	133	10,0664767	G14R4
41	Q0	1959	134	10,0664767	G14R4
41	Q0	1960	135	10,0664767	G14R4
41	Q0	2114	136	10,0664767	G14R4
41	Q0	2182	137	10,0664767	G14R4
41	Q0	2311	138	10,0664767	G14R4
41	Q0	2376	139	10,0664767	G14R4
41	Q0	2514	140	10,0664767	G14R4
41	Q0	2515	141	10,0664767	G14R4
41	Q0	2660	142	10,0664767	G14R4
41	Q0	2692	143	10,0664767	G14R4
41	Q0	2723	144	10,0664767	G14R4
41	Q0	2727	145	10,0664767	G14R4
41	Q0	2898	146	10,0664767	G14R4
41	Q0	2967	147	10,0664767	G14R4
41	Q0	3044	148	10,0664767	G14R4
41	Q0	3175	149	10,0664767	G14R4
41	Q0	3194	150	10,0664767	G14R4
41	Q0	1468	151	10,0574359	G14R4
41	Q0	1747	152	10,0574359	G14R4
41	Q0	2175	153	10,0574359	G14R4
41	Q0	2195	154	10,0574359	G14R4
41	Q0	2401	155	10,0574359	G14R4
41	Q0	46	156	10,0552268	G14R4
41	Q0	1854	157	10,0552268	G14R4
41	Q0	2060	158	10,0552268	G14R4
41	Q0	2080	159	10,0552268	G14R4
41	Q0	2557	160	10,0552268	G14R4
41	Q0	2740	161	10,0552268	G14R4
41	Q0	2838	162	10,0552268	G14R4
41	Q0	2895	163	10,0552268	G14R4
41	Q0	3073	164	10,0552268	G14R4
41	Q0	616	165	10,055082	G14R4
41	Q0	1623	166	10,0529634	G14R4
41	Q0	2317	167	10,0529634	G14R4
41	Q0	2433	168	10,0468227	G14R4
41	Q0	2785	169	10,0448718	G14R4
41	Q0	1459	170	10,0406386	G14R4
41	Q0	1626	171	10,0406386	G14R4
41	Q0	1824	172	10,0406386	G14R4
41	Q0	2341	173	10,0406386	G14R4
41	Q0	2486	174	10,0406386	G14R4
41	Q0	2884	175	10,0406386	G14R4
41	Q0	3071	176	10,0406386	G14R4
41	Q0	146	177	10,0391335	G14R4
41	Q0	252	178	10,0391335	G14R4
41	Q0	265	179	10,0391335	G14R4
41	Q0	278	180	10,0391335	G14R4
41	Q0	440	181	10,0391335	G14R4
41	Q0	695	182	10,0391335	G14R4
41	Q0	698	183	10,0391335	G14R4
41	Q0	1045	184	10,0391335	G14R4
41	Q0	1088	185	10,0391335	G14R4
41	Q0	1098	186	10,0391335	G14R4
41	Q0	1108	187	10,0391335	G14R4
41	Q0	1111	188	10,0391335	G14R4
41	Q0	1160	189	10,0391335	G14R4
41	Q0	1180	190	10,0391335	G14R4
41	Q0	1181	191	10,0391335	G14R4
41	Q0	1183	192	10,0391335	G14R4
41	Q0	1309	193	10,0391335	G14R4
41	Q0	1366	194	10,0391335	G14R4
41	Q0	1404	195	10,0391335	G14R4
41	Q0	1423	196	10,0391335	G14R4
41	Q0	1426	197	10,0391335	G14R4
41	Q0	1470	198	10,0391335	G14R4
41	Q0	1474	199	10,0391335	G14R4
41	Q0	1552	200	10,0391335	G14R4
41	Q0	1587	201	10,0391335	G14R4
41	Q0	1646	202	10,0391335	G14R4
41	Q0	1652	203	10,0391335	G14R4
41	Q0	1693	204	10,0391335	G14R4
41	Q0	1710	205	10,0391335	G14R4
41	Q0	1725	206	10,0391335	G14R4
41	Q0	1730	207	10,0391335	G14R4
41	Q0	1750	208	10,0391335	G14R4
41	Q0	1760	209	10,0391335	G14R4
41	Q0	1761	210	10,0391335	G14R4
41	Q0	1762	211	10,0391335	G14R4
41	Q0	1774	212	10,0391335	G14R4
41	Q0	1798	213	10,0391335	G14R4
41	Q0	1808	214	10,0391335	G14R4
41	Q0	1838	215	10,0391335	G14R4
41	Q0	1876	216	10,0391335	G14R4
41	Q0	1885	217	10,0391335	G14R4
41	Q0	1889	218	10,0391335	G14R4
41	Q0	1902	219	10,0391335	G14R4
41	Q0	1913	220	10,0391335	G14R4
41	Q0	1943	221	10,0391335	G14R4
41	Q0	1978	222	10,0391335	G14R4
41	Q0	1981	223	10,0391335	G14R4
41	Q0	2029	224	10,0391335	G14R4
41	Q0	2065	225	10,0391335	G14R4
41	Q0	2081	226	10,0391335	G14R4
41	Q0	2094	227	10,0391335	G14R4
41	Q0	2111	228	10,0391335	G14R4
41	Q0	2112	229	10,0391335	G14R4
41	Q0	2135	230	10,0391335	G14R4
41	Q0	2164	231	10,0391335	G14R4
41	Q0	2196	232	10,0391335	G14R4
41	Q0	2246	233	10,0391335	G14R4
41	Q0	2336	234	10,0391335	G14R4
41	Q0	2364	235	10,0391335	G14R4
41	Q0	2370	236	10,0391335	G14R4
41	Q0	2380	237	10,0391335	G14R4
41	Q0	2396	238	10,0391335	G14R4
41	Q0	2435	239	10,0391335	G14R4
41	Q0	2487	240	10,0391335	G14R4
41	Q0	2512	241	10,0391335	G14R4
41	Q0	2518	242	10,0391335	G14R4
41	Q0	2582	243	10,0391335	G14R4
41	Q0	2623	244	10,0391335	G14R4
41	Q0	2918	245	10,0391335	G14R4
41	Q0	2919	246	10,0391335	G14R4
41	Q0	2921	247	10,0391335	G14R4
41	Q0	2943	248	10,0391335	G14R4
41	Q0	2981	249	10,0391335	G14R4
41	Q0	3005	250	10,0391335	G14R4
41	Q0	3010	251	10,0391335	G14R4
41	Q0	3015	252	10,0391335	G14R4
41	Q0	3043	253	10,0391335	G14R4
41	Q0	3054	254	10,0391335	G14R4
41	Q0	3067	255	10,0391335	G14R4
41	Q0	3082	256	10,0391335	G14R4
41	Q0	3199	257	10,0391335	G14R4
41	Q0	2940	258	10,0316981	G14R4
42	Q0	204	1	11,07103	G14R4
42	Q0	529	2	11,07103	G14R4
42	Q0	535	3	11,07103	G14R4
42	Q0	633	4	11,07103	G14R4
42	Q0	858	5	11,07103	G14R4
42	Q0	3136	6	11,07103	G14R4
42	Q0	2370	7	11,05901	G14R4
42	Q0	2528	8	11,05901	G14R4
42	Q0	2529	9	11,05901	G14R4
42	Q0	2401	10	11,05753	G14R4
42	Q0	2545	11	11,05753	G14R4
42	Q0	2232	12	11,05479	G14R4
42	Q0	2215	13	11,05003	G14R4
42	Q0	2145	14	11,04795	G14R4
42	Q0	2402	15	11,04795	G14R4
42	Q0	2942	16	11,04795	G14R4
42	Q0	3132	17	11,04795	G14R4
42	Q0	3135	18	11,04795	G14R4
42	Q0	462	19	11,04603	G14R4
42	Q0	1170	20	11,04603	G14R4
42	Q0	1876	21	11,04603	G14R4
42	Q0	2230	22	11,04603	G14R4
42	Q0	2811	23	11,04603	G14R4
42	Q0	2231	24	11,04512	G14R4
42	Q0	1135	25	10,0710299	G14R4
42	Q0	1325	26	10,0710299	G14R4
42	Q0	1427	27	10,0710299	G14R4
42	Q0	1486	28	10,0710299	G14R4
42	Q0	1655	29	10,0710299	G14R4
42	Q0	1671	30	10,0710299	G14R4
42	Q0	1726	31	10,0710299	G14R4
42	Q0	1906	32	10,0710299	G14R4
42	Q0	1935	33	10,0710299	G14R4
42	Q0	1974	34	10,0710299	G14R4
42	Q0	2314	35	10,0710299	G14R4
42	Q0	2339	36	10,0710299	G14R4
42	Q0	2400	37	10,0710299	G14R4
42	Q0	2485	38	10,0710299	G14R4
42	Q0	2514	39	10,0710299	G14R4
42	Q0	2547	40	10,0710299	G14R4
42	Q0	2556	41	10,0710299	G14R4
42	Q0	2641	42	10,0710299	G14R4
42	Q0	2764	43	10,0710299	G14R4
42	Q0	2788	44	10,0710299	G14R4
42	Q0	2883	45	10,0710299	G14R4
42	Q0	2910	46	10,0710299	G14R4
42	Q0	2973	47	10,0710299	G14R4
42	Q0	2980	48	10,0710299	G14R4
42	Q0	2985	49	10,0710299	G14R4
42	Q0	2994	50	10,0710299	G14R4
42	Q0	3001	51	10,0710299	G14R4
42	Q0	3013	52	10,0710299	G14R4
42	Q0	3069	53	10,0710299	G14R4
42	Q0	3093	54	10,0710299	G14R4
42	Q0	3149	55	10,0710299	G14R4
42	Q0	3162	56	10,0710299	G14R4
42	Q0	1670	57	10,0590095	G14R4
42	Q0	1706	58	10,0590095	G14R4
42	Q0	1756	59	10,0590095	G14R4
42	Q0	1824	60	10,0590095	G14R4
42	Q0	2054	61	10,0590095	G14R4
42	Q0	2113	62	10,0590095	G14R4
42	Q0	2310	63	10,0590095	G14R4
42	Q0	2669	64	10,0590095	G14R4
42	Q0	2687	65	10,0590095	G14R4
42	Q0	2711	66	10,0590095	G14R4
42	Q0	2721	67	10,0590095	G14R4
42	Q0	1390	68	10,0500298	G14R4
42	Q0	2746	69	10,0500298	G14R4
42	Q0	2019	70	10,0479452	G14R4
42	Q0	2829	71	10,0460274	G14R4
42	Q0	2903	72	10,0460274	G14R4
42	Q0	2916	73	10,0460274	G14R4
43	Q0	3107	1	44,5926	G14R4
43	Q0	2569	2	44,42668	G14R4
43	Q0	1113	3	40,592592	G14R4
43	Q0	1182	4	40,592592	G14R4
43	Q0	1528	5	40,592592	G14R4
43	Q0	2341	6	40,592592	G14R4
43	Q0	2455	7	40,592592	G14R4
43	Q0	2692	8	40,592592	G14R4
43	Q0	2754	9	40,592592	G14R4
43	Q0	2771	10	40,592592	G14R4
43	Q0	2828	11	40,592592	G14R4
43	Q0	2829	12	40,592592	G14R4
43	Q0	2841	13	40,592592	G14R4
43	Q0	2847	14	40,592592	G14R4
43	Q0	2883	15	40,592592	G14R4
43	Q0	3046	16	40,592592	G14R4
43	Q0	3098	17	40,592592	G14R4
43	Q0	3125	18	40,592592	G14R4
43	Q0	2924	19	40,410256	G14R4
43	Q0	2977	20	40,410256	G14R4
43	Q0	3052	21	40,410256	G14R4
43	Q0	670	22	11,18855	G14R4
43	Q0	2339	23	11,18855	G14R4
43	Q0	2583	24	11,18855	G14R4
43	Q0	2739	25	11,18855	G14R4
43	Q0	1621	26	11,10182	G14R4
43	Q0	3142	27	11,0979	G14R4
43	Q0	675	28	10,188552	G14R4
43	Q0	1681	29	10,188552	G14R4
43	Q0	2145	30	10,188552	G14R4
43	Q0	2572	31	10,188552	G14R4
43	Q0	3012	32	10,188552	G14R4
44	Q0	670	1	11,18855	G14R4
44	Q0	2339	2	11,18855	G14R4
44	Q0	2583	3	11,18855	G14R4
44	Q0	2739	4	11,18855	G14R4
44	Q0	1621	5	11,10182	G14R4
44	Q0	3142	6	11,0979	G14R4
44	Q0	675	7	10,188552	G14R4
44	Q0	1681	8	10,188552	G14R4
44	Q0	2145	9	10,188552	G14R4
44	Q0	2572	10	10,188552	G14R4
44	Q0	3012	11	10,188552	G14R4
45	Q0	1194	1	31,13504	G14R4
45	Q0	3012	2	22,06853	G14R4
45	Q0	1747	3	21,09059	G14R4
45	Q0	2631	4	21,08987	G14R4
45	Q0	2247	5	21,08951	G14R4
45	Q0	2452	6	21,08912	G14R4
45	Q0	2560	7	21,08862	G14R4
45	Q0	1412	8	21,08824	G14R4
45	Q0	2711	9	21,08033	G14R4
45	Q0	2114	10	21,07741	G14R4
45	Q0	2359	11	21,07741	G14R4
45	Q0	2309	12	21,06936	G14R4
45	Q0	1589	13	21,06861	G14R4
45	Q0	2882	14	21,06853	G14R4
45	Q0	1695	15	21,06773	G14R4
45	Q0	1912	16	21,06773	G14R4
45	Q0	2127	17	21,06773	G14R4
45	Q0	3183	18	21,05935	G14R4
45	Q0	2298	19	21,05899	G14R4
45	Q0	1010	20	21,0581	G14R4
45	Q0	585	21	21,05462	G14R4
45	Q0	1571	22	21,05462	G14R4
45	Q0	1926	23	20,0929365	G14R4
45	Q0	2767	24	20,091827	G14R4
45	Q0	2990	25	20,091827	G14R4
45	Q0	397	26	20,0898684	G14R4
45	Q0	615	27	20,0898684	G14R4
45	Q0	1255	28	20,0898684	G14R4
45	Q0	2313	29	20,0898684	G14R4
45	Q0	3028	30	20,0891184	G14R4
45	Q0	2765	31	20,0747117	G14R4
45	Q0	1456	32	20,0693556	G14R4
45	Q0	1507	33	20,0693556	G14R4
45	Q0	1792	34	20,0693556	G14R4
45	Q0	1810	35	20,0693556	G14R4
45	Q0	2166	36	20,0693556	G14R4
45	Q0	2645	37	20,0693556	G14R4
45	Q0	2979	38	20,0693556	G14R4
45	Q0	1908	39	20,068995	G14R4
45	Q0	2390	40	20,068995	G14R4
45	Q0	2017	41	20,0686056	G14R4
45	Q0	2370	42	20,0686056	G14R4
45	Q0	3150	43	20,0685314	G14R4
45	Q0	440	44	20,0682461	G14R4
45	Q0	1427	45	20,0682461	G14R4
45	Q0	3182	46	20,0682461	G14R4
45	Q0	1699	47	20,06811	G14R4
45	Q0	2985	48	20,06811	G14R4
45	Q0	3181	49	20,0564659	G14R4
45	Q0	1409	50	20,0562501	G14R4
45	Q0	1324	51	20,0558895	G14R4
45	Q0	2522	52	20,0554259	G14R4
45	Q0	2097	53	20,0551406	G14R4
45	Q0	2951	54	20,0550045	G14R4
45	Q0	329	55	11,08284	G14R4
45	Q0	661	56	11,08284	G14R4
45	Q0	3063	57	11,08284	G14R4
45	Q0	48	58	11,07977	G14R4
45	Q0	1660	59	11,07977	G14R4
45	Q0	1952	60	11,07977	G14R4
45	Q0	2781	61	11,07977	G14R4
45	Q0	1535	62	11,06731	G14R4
45	Q0	1796	63	11,06462	G14R4
45	Q0	2901	64	11,06462	G14R4
45	Q0	1976	65	11,05983	G14R4
45	Q0	2253	66	11,05983	G14R4
45	Q0	41	67	11,05926	G14R4
45	Q0	97	68	11,05926	G14R4
45	Q0	2109	69	11,05926	G14R4
45	Q0	2978	70	11,05385	G14R4
45	Q0	2813	71	11,05217	G14R4
45	Q0	1765	72	11,048	G14R4
45	Q0	1591	73	11,01217	G14R4
45	Q0	1844	74	11,01198	G14R4
45	Q0	1680	75	11,01145	G14R4
45	Q0	2188	76	11,01145	G14R4
45	Q0	1719	77	11,01082	G14R4
45	Q0	2542	78	11,01082	G14R4
45	Q0	2311	79	11,01025	G14R4
45	Q0	2319	80	11,01025	G14R4
45	Q0	2344	81	11,01025	G14R4
45	Q0	2379	82	11,01025	G14R4
45	Q0	2812	83	11,01025	G14R4
45	Q0	2955	84	11,01025	G14R4
45	Q0	3087	85	11,01025	G14R4
45	Q0	18	86	11,0101	G14R4
45	Q0	25	87	11,0101	G14R4
45	Q0	59	88	11,0101	G14R4
45	Q0	60	89	11,0101	G14R4
45	Q0	84	90	11,0101	G14R4
45	Q0	86	91	11,0101	G14R4
45	Q0	98	92	11,0101	G14R4
45	Q0	143	93	11,0101	G14R4
45	Q0	190	94	11,0101	G14R4
45	Q0	197	95	11,0101	G14R4
45	Q0	238	96	11,0101	G14R4
45	Q0	239	97	11,0101	G14R4
45	Q0	271	98	11,0101	G14R4
45	Q0	275	99	11,0101	G14R4
45	Q0	277	100	11,0101	G14R4
45	Q0	294	101	11,0101	G14R4
45	Q0	334	102	11,0101	G14R4
45	Q0	391	103	11,0101	G14R4
45	Q0	398	104	11,0101	G14R4
45	Q0	438	105	11,0101	G14R4
45	Q0	439	106	11,0101	G14R4
45	Q0	586	107	11,0101	G14R4
45	Q0	594	108	11,0101	G14R4
45	Q0	597	109	11,0101	G14R4
45	Q0	618	110	11,0101	G14R4
45	Q0	619	111	11,0101	G14R4
45	Q0	633	112	11,0101	G14R4
45	Q0	643	113	11,0101	G14R4
45	Q0	651	114	11,0101	G14R4
45	Q0	652	115	11,0101	G14R4
45	Q0	656	116	11,0101	G14R4
45	Q0	795	117	11,0101	G14R4
45	Q0	798	118	11,0101	G14R4
45	Q0	891	119	11,0101	G14R4
45	Q0	987	120	11,0101	G14R4
45	Q0	1070	121	11,0101	G14R4
45	Q0	1181	122	11,0101	G14R4
45	Q0	1271	123	11,0101	G14R4
45	Q0	1279	124	11,0101	G14R4
45	Q0	1360	125	11,0101	G14R4
45	Q0	1461	126	11,0101	G14R4
45	Q0	1467	127	11,0101	G14R4
45	Q0	1511	128	11,0101	G14R4
45	Q0	1617	129	11,0101	G14R4
45	Q0	1755	130	11,0101	G14R4
45	Q0	1848	131	11,0101	G14R4
45	Q0	1852	132	11,0101	G14R4
45	Q0	1996	133	11,0101	G14R4
45	Q0	2034	134	11,0101	G14R4
45	Q0	2070	135	11,0101	G14R4
45	Q0	2075	136	11,0101	G14R4
45	Q0	2143	137	11,0101	G14R4
45	Q0	2158	138	11,0101	G14R4
45	Q0	2236	139	11,0101	G14R4
45	Q0	2389	140	11,0101	G14R4
45	Q0	2399	141	11,0101	G14R4
45	Q0	2514	142	11,0101	G14R4
45	Q0	2570	143	11,0101	G14R4
45	Q0	2578	144	11,0101	G14R4
45	Q0	2718	145	11,0101	G14R4
45	Q0	2753	146	11,0101	G14R4
45	Q0	2759	147	11,0101	G14R4
45	Q0	2796	148	11,0101	G14R4
45	Q0	2818	149	11,0101	G14R4
45	Q0	2875	150	11,0101	G14R4
45	Q0	2917	151	11,0101	G14R4
45	Q0	2965	152	11,0101	G14R4
45	Q0	2971	153	11,0101	G14R4
45	Q0	2992	154	11,0101	G14R4
45	Q0	2995	155	11,0101	G14R4
45	Q0	3027	156	11,0101	G14R4
45	Q0	3168	157	11,0101	G14R4
45	Q0	3169	158	11,0101	G14R4
45	Q0	3190	159	11,0101	G14R4
45	Q0	3202	160	11,0101	G14R4
45	Q0	202	161	11,00974	G14R4
45	Q0	322	162	11,00974	G14R4
45	Q0	854	163	11,00974	G14R4
45	Q0	1032	164	11,00974	G14R4
45	Q0	1071	165	11,00974	G14R4
45	Q0	1083	166	11,00974	G14R4
45	Q0	1161	167	11,00974	G14R4
45	Q0	1195	168	11,00974	G14R4
45	Q0	1315	169	11,00974	G14R4
45	Q0	1387	170	11,00974	G14R4
45	Q0	1482	171	11,00974	G14R4
45	Q0	1505	172	11,00974	G14R4
45	Q0	1533	173	11,00974	G14R4
45	Q0	1534	174	11,00974	G14R4
45	Q0	1626	175	11,00974	G14R4
45	Q0	1652	176	11,00974	G14R4
45	Q0	1677	177	11,00974	G14R4
45	Q0	1748	178	11,00974	G14R4
45	Q0	1754	179	11,00974	G14R4
45	Q0	1827	180	11,00974	G14R4
45	Q0	1892	181	11,00974	G14R4
45	Q0	1924	182	11,00974	G14R4
45	Q0	1938	183	11,00974	G14R4
45	Q0	1959	184	11,00974	G14R4
45	Q0	1960	185	11,00974	G14R4
45	Q0	2003	186	11,00974	G14R4
45	Q0	2065	187	11,00974	G14R4
45	Q0	2201	188	11,00974	G14R4
45	Q0	2219	189	11,00974	G14R4
45	Q0	2314	190	11,00974	G14R4
45	Q0	2317	191	11,00974	G14R4
45	Q0	2318	192	11,00974	G14R4
45	Q0	2321	193	11,00974	G14R4
45	Q0	2501	194	11,00974	G14R4
45	Q0	2525	195	11,00974	G14R4
45	Q0	2597	196	11,00974	G14R4
45	Q0	2629	197	11,00974	G14R4
45	Q0	2740	198	11,00974	G14R4
45	Q0	2747	199	11,00974	G14R4
45	Q0	2786	200	11,00974	G14R4
45	Q0	2868	201	11,00974	G14R4
45	Q0	2947	202	11,00974	G14R4
45	Q0	3050	203	11,00974	G14R4
45	Q0	3070	204	11,00974	G14R4
45	Q0	3072	205	11,00974	G14R4
45	Q0	3078	206	11,00974	G14R4
45	Q0	3147	207	11,00974	G14R4
45	Q0	104	208	11,00935	G14R4
45	Q0	252	209	11,00935	G14R4
45	Q0	855	210	11,00935	G14R4
45	Q0	1012	211	11,00935	G14R4
45	Q0	1046	212	11,00935	G14R4
45	Q0	1164	213	11,00935	G14R4
45	Q0	1247	214	11,00935	G14R4
45	Q0	1252	215	11,00935	G14R4
45	Q0	1304	216	11,00935	G14R4
45	Q0	1309	217	11,00935	G14R4
45	Q0	1410	218	11,00935	G14R4
45	Q0	1440	219	11,00935	G14R4
45	Q0	1514	220	11,00935	G14R4
45	Q0	1682	221	11,00935	G14R4
45	Q0	1744	222	11,00935	G14R4
45	Q0	1877	223	11,00935	G14R4
45	Q0	1901	224	11,00935	G14R4
45	Q0	1910	225	11,00935	G14R4
45	Q0	1931	226	11,00935	G14R4
45	Q0	2054	227	11,00935	G14R4
45	Q0	2168	228	11,00935	G14R4
45	Q0	2169	229	11,00935	G14R4
45	Q0	2184	230	11,00935	G14R4
45	Q0	2245	231	11,00935	G14R4
45	Q0	2262	232	11,00935	G14R4
45	Q0	2423	233	11,00935	G14R4
45	Q0	2561	234	11,00935	G14R4
45	Q0	2667	235	11,00935	G14R4
45	Q0	2738	236	11,00935	G14R4
45	Q0	2768	237	11,00935	G14R4
45	Q0	2845	238	11,00935	G14R4
45	Q0	2867	239	11,00935	G14R4
45	Q0	3131	240	11,00935	G14R4
45	Q0	3144	241	11,00935	G14R4
45	Q0	1033	242	11,00927	G14R4
45	Q0	1264	243	11,00927	G14R4
45	Q0	1749	244	11,00927	G14R4
45	Q0	1750	245	11,00927	G14R4
45	Q0	1885	246	11,00927	G14R4
45	Q0	2002	247	11,00927	G14R4
45	Q0	2345	248	11,00927	G14R4
45	Q0	2372	249	11,00927	G14R4
45	Q0	2479	250	11,00927	G14R4
45	Q0	2541	251	11,00927	G14R4
45	Q0	2798	252	11,00927	G14R4
45	Q0	2859	253	11,00927	G14R4
45	Q0	2948	254	11,00927	G14R4
45	Q0	3025	255	11,00927	G14R4
45	Q0	71	256	11,00899	G14R4
45	Q0	92	257	11,00899	G14R4
45	Q0	414	258	11,00899	G14R4
45	Q0	944	259	11,00899	G14R4
45	Q0	1003	260	11,00899	G14R4
45	Q0	1233	261	11,00899	G14R4
45	Q0	1267	262	11,00899	G14R4
45	Q0	1417	263	11,00899	G14R4
45	Q0	1428	264	11,00899	G14R4
45	Q0	1432	265	11,00899	G14R4
45	Q0	1435	266	11,00899	G14R4
45	Q0	1441	267	11,00899	G14R4
45	Q0	1464	268	11,00899	G14R4
45	Q0	1473	269	11,00899	G14R4
45	Q0	1515	270	11,00899	G14R4
45	Q0	1541	271	11,00899	G14R4
45	Q0	1636	272	11,00899	G14R4
45	Q0	1653	273	11,00899	G14R4
45	Q0	1685	274	11,00899	G14R4
45	Q0	1712	275	11,00899	G14R4
45	Q0	1713	276	11,00899	G14R4
45	Q0	1734	277	11,00899	G14R4
45	Q0	1781	278	11,00899	G14R4
45	Q0	1826	279	11,00899	G14R4
45	Q0	1880	280	11,00899	G14R4
45	Q0	2087	281	11,00899	G14R4
45	Q0	2165	282	11,00899	G14R4
45	Q0	2209	283	11,00899	G14R4
45	Q0	2228	284	11,00899	G14R4
45	Q0	2405	285	11,00899	G14R4
45	Q0	2577	286	11,00899	G14R4
45	Q0	2583	287	11,00899	G14R4
45	Q0	2642	288	11,00899	G14R4
45	Q0	2684	289	11,00899	G14R4
45	Q0	2689	290	11,00899	G14R4
45	Q0	2690	291	11,00899	G14R4
45	Q0	2817	292	11,00899	G14R4
45	Q0	2820	293	11,00899	G14R4
45	Q0	2853	294	11,00899	G14R4
45	Q0	2876	295	11,00899	G14R4
45	Q0	3021	296	11,00899	G14R4
45	Q0	3024	297	11,00899	G14R4
45	Q0	3119	298	11,00899	G14R4
45	Q0	1393	299	11,00885	G14R4
45	Q0	1484	300	11,00885	G14R4
45	Q0	1518	301	11,00885	G14R4
45	Q0	1519	302	11,00885	G14R4
45	Q0	1544	303	11,00885	G14R4
45	Q0	1572	304	11,00885	G14R4
45	Q0	1853	305	11,00885	G14R4
45	Q0	2105	306	11,00885	G14R4
